Kind,Name,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLineCode,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion
Public Method,"com.beust.jcommander.JCommanderTest.handleEqualSigns",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.handleSets",,,,,,,,9,1,,
Anonymous Class,"com.beust.jcommander.JCommanderTest.handleSets.(Anon_1)",1,0,0,0,0,0,0,4,,2,0
Public Method,"com.beust.jcommander.JCommanderTest.helpTest",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.helpTest.Arg",1,1,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.hiddenArgs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.hiddenConverter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.hiddenSplitter",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommanderTest.i18n1",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommanderTest.i18n2",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.i18nFrLocale",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.i18nNoLocale",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.i18nUsLocale",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.i18nWithResourceAnnotation",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.i18nWithResourceAnnotationNew",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.inheritance",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.invertedBoolean",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.issue",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.issue.Parameters",1,3,0,0,1,0,0,7,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.listArgShouldBeCleared",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.listArgShouldBeCleared.Args",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.listParameters",,,,,,,,9,1,,
Public Static Method,"com.beust.jcommander.JCommanderTest.main",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterShouldBeValidate",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.mainParameterShouldBeValidate.A",1,3,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.JCommanderTest.mainParameterShouldBeValidate.V",2,4,0,1,0,1,1,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterShouldBeValidate.V.validate",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterWithCorrectArity",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.mainParameterWithCorrectArity.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterWithNonListField",,,,,,,,12,1,,
Class,"com.beust.jcommander.JCommanderTest.mainParameterWithNonListField.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterWithNonListFieldWithException",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.mainParameterWithNonListFieldWithException.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.mainParameterWithWrongArity",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.mainParameterWithWrongArity.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.mainWithConverter",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.multiObjects",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.multiObjectsWithDuplicatesFail",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.multiVariableArityList",,,,,,,,22,1,,
Class,"com.beust.jcommander.JCommanderTest.multiVariableArityList.Params",1,3,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.multipleParameterNames",,,,,,,,7,1,,
Class,"com.beust.jcommander.JCommanderTest.multipleParameterNames.MultipleParameterNames",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.multipleUnparsedFail",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.multipleValidators",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.JCommanderTest.multipleValidatorsFails1",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.multipleValidatorsFails2",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.negativeNumber",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.noDash",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.noDash.Parameters",1,2,0,1,2,1,1,9,,1,50
Private Method,"com.beust.jcommander.JCommanderTest.noDash.Parameters.setBar",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.noDashCommand",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.noDashCommand.P1",1,1,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.parameterWithOneDoubleQuote",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.parameterWithOneDoubleQuote.Arg",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.partialValidation",,,,,,,,13,1,,
Class,"com.beust.jcommander.JCommanderTest.partialValidation.Arg",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.pathConverterErr",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.privateArgs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.requiredMainParameters",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.separatorBoth",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.separatorColon",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.separatorEqual",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.separatorMixed1",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.shouldThrowIfUnknownOption",,,,,,,,8,1,,
Class,"com.beust.jcommander.JCommanderTest.shouldThrowIfUnknownOption.A",1,1,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.slashParameters",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.spaces",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.spaces.Arg",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.testCustomListConverter",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.testDefaultListConverterForStandardType",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.testDefaultListConverterForString",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.testDefaultListConverterWithCustomConverterAndDefaultSplitter",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.testDefaultListConverterWithCustomConverterAndSplitter",,,,,,,,9,1,,
Public Method,"com.beust.jcommander.JCommanderTest.tmp",,,,,,,,7,1,,
Class,"com.beust.jcommander.JCommanderTest.tmp.A",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.trimTest",,,,,,,,12,1,,
Class,"com.beust.jcommander.JCommanderTest.trimTest.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.twoCommandsSameOption",,,,,,,,18,1,,
Class,"com.beust.jcommander.JCommanderTest.twoCommandsSameOption.GenerateOption",1,3,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.JCommanderTest.twoCommandsSameOption.RegenerateOption",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.unknownOptionWithDifferentPrefix",,,,,,,,16,2,,
Class,"com.beust.jcommander.JCommanderTest.unknownOptionWithDifferentPrefix.SlashSeparator",1,2,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.validationShouldReceiveRightParameterName",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.validationShouldWork1",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.validationShouldWork2",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.validationShouldWorkWithDefaultValues",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommanderTest.validator2",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.validator2.Arg",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.variable",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.variableArity",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.variableArityZeroNonBoolean",,,,,,,,4,1,,
Private Method,"com.beust.jcommander.JCommanderTest.verifyCommandOrdering",,,,,,,,13,3,,
Public Method,"com.beust.jcommander.JCommanderTest.verifyHelp",,,,,,,,12,1,,
Class,"com.beust.jcommander.JCommanderTest.verifyHelp.Arg",1,2,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.wrongMainTypeShouldThrow",,,,,,,,4,1,,
Class,"com.beust.jcommander.Main",1,4,0,1,2,2,2,15,,1,50
Public Static Method,"com.beust.jcommander.Main.main",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.Main.run",,,,,,,,3,1,,
Public Class,"com.beust.jcommander.MethodSetterTest",1,11,0,4,0,5,5,76,,1,0
Public Method,"com.beust.jcommander.MethodSetterTest.arityStringsSetter",,,,,,,,25,1,,
Class,"com.beust.jcommander.MethodSetterTest.arityStringsSetter.ArgsArityStringSetter",1,2,0,3,2,3,3,15,,1,100
Public Method,"com.beust.jcommander.MethodSetterTest.arityStringsSetter.ArgsArityStringSetter.getPairs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.arityStringsSetter.ArgsArityStringSetter.setPairs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.arityStringsSetter.ArgsArityStringSetter.setRest",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.getterReturningNonString",,,,,,,,15,1,,
Class,"com.beust.jcommander.MethodSetterTest.getterReturningNonString.Arg",1,3,0,2,1,2,2,10,,1,0
Public Method,"com.beust.jcommander.MethodSetterTest.getterReturningNonString.Arg.getPort",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.getterReturningNonString.Arg.setPort",,,,,,,,3,1,,
Public Static Method,"com.beust.jcommander.MethodSetterTest.main",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.noGetterButWithField",,,,,,,,14,1,,
Class,"com.beust.jcommander.MethodSetterTest.noGetterButWithField.Arg",1,3,0,1,1,1,1,7,,1,0
Public Method,"com.beust.jcommander.MethodSetterTest.noGetterButWithField.Arg.setPort",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MethodSetterTest.setterThatThrows",,,,,,,,16,2,,
Class,"com.beust.jcommander.MethodSetterTest.setterThatThrows.Arg",1,3,0,1,0,1,1,6,,1,0
Public Method,"com.beust.jcommander.MethodSetterTest.setterThatThrows.Arg.setHost",,,,,,,,3,1,,
Public Class,"com.beust.jcommander.MissingCommandException",1,1,0,3,1,3,9,13,,3,33
Public Constructor,"com.beust.jcommander.MissingCommandException.MissingCommandException",,,,,,,,4,1,,
Public Constructor,"com.beust.jcommander.MissingCommandException.MissingCommandException",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.MissingCommandException.getUnknownCommand",,,,,,,,3,1,,
Public Class,"com.beust.jcommander.MyClass",1,4,0,0,1,1,1,13,,1,100
Public Static Class,"com.beust.jcommander.MyClass.MyValidator",2,4,0,1,0,1,1,6,,1,0
Public Method,"com.beust.jcommander.MyClass.MyValidator.validate",,,,,,,,3,1,,
Public Static Method,"com.beust.jcommander.MyClass.main",,,,,,,,4,1,,
Public Annotation,"com.beust.jcommander.Parameter",0,6,0,17,0,17,17,20,,0,0
Abstract Method,"com.beust.jcommander.Parameter.arity",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.converter",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.description",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.descriptionKey",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.echoInput",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.forceNonOverwritable",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.help",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.hidden",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.listConverter",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.names",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.order",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.password",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.required",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.splitter",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.validateValueWith",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.validateWith",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameter.variableArity",,,,,,,,1,0,,
Public Class,"com.beust.jcommander.ParameterDescription",1,32,0,34,11,34,34,317,,1,88
Public Constructor,"com.beust.jcommander.ParameterDescription.ParameterDescription",,,,,,,,6,1,,
Public Constructor,"com.beust.jcommander.ParameterDescription.ParameterDescription",,,,,,,,12,2,,
Class,"com.beust.jcommander.ParameterDescription.SubParameterIndex",1,1,0,1,2,1,1,8,,1,0
Public Constructor,"com.beust.jcommander.ParameterDescription.SubParameterIndex.SubParameterIndex",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.ParameterDescription.addValue",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.addValue",,,,,,,,3,1,,
Method,"com.beust.jcommander.ParameterDescription.addValue",,,,,,,,45,11,,
Private Method,"com.beust.jcommander.ParameterDescription.fieldIsSetForTheFirstTime",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.findResourceBundle",,,,,,,,14,3,,
Private Method,"com.beust.jcommander.ParameterDescription.findSubParameters",,,,,,,,11,3,,
Public Method,"com.beust.jcommander.ParameterDescription.getDefault",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getDescription",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getLongestName",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getNames",,,,,,,,9,3,,
Public Method,"com.beust.jcommander.ParameterDescription.getObject",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getParameter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getParameterAnnotation",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.getParameterized",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.handleSubParameters",,,,,,,,27,6,,
Private Method,"com.beust.jcommander.ParameterDescription.init",,,,,,,,36,8,,
Private Method,"com.beust.jcommander.ParameterDescription.initDescription",,,,,,,,11,5,,
Public Method,"com.beust.jcommander.ParameterDescription.isAssigned",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.isDynamicParameter",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.isEmpty",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.isHelp",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.isMultiOption",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.ParameterDescription.isNonOverwritableForced",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.newCollection",,,,,,,,10,5,,
Private Method,"com.beust.jcommander.ParameterDescription.p",,,,,,,,5,2,,
Public Method,"com.beust.jcommander.ParameterDescription.setAssigned",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterDescription.toString",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.ParameterDescription.validateDefaultValues",,,,,,,,4,2,,
Public Method,"com.beust.jcommander.ParameterDescription.validateParameter",,,,,,,,19,6,,
Private Method,"com.beust.jcommander.ParameterDescription.validateParameter",,,,,,,,8,3,,
Method,"com.beust.jcommander.ParameterDescription.validateValueParameter",,,,,,,,8,3,,
Public Method,"com.beust.jcommander.ParameterDescription.validateValueParameter",,,,,,,,11,3,,
Public Class,"com.beust.jcommander.ParameterException",1,3,1,6,1,6,6,23,,2,50
Public Constructor,"com.beust.jcommander.ParameterException.ParameterException",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.ParameterException.ParameterException",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.ParameterException.ParameterException",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterException.getJCommander",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterException.setJCommander",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterException.usage",,,,,,,,5,2,,
Public Class,"com.beust.jcommander.ParameterOrderTest",1,12,0,4,0,4,4,54,,1,0
Private Static Class,"com.beust.jcommander.ParameterOrderTest.ManualOrder1",1,1,0,0,3,0,0,8,,1,0
Private Static Class,"com.beust.jcommander.ParameterOrderTest.ManualOrder2",1,3,0,0,3,0,0,8,,1,0
Private Static Class,"com.beust.jcommander.ParameterOrderTest.ManualOrder3",1,1,0,0,4,0,0,10,,1,0
Public Method,"com.beust.jcommander.ParameterOrderTest.testOrder",,,,,,,,14,3,,
Public Method,"com.beust.jcommander.ParameterOrderTest.testOrder1",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterOrderTest.testOrder2",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParameterOrderTest.testOrder3",,,,,,,,3,1,,
Public Class,"com.beust.jcommander.Parameterized",1,25,0,15,5,21,21,242,,1,72
Public Constructor,"com.beust.jcommander.Parameterized.Parameterized",,,,,,,,14,3,,
Private Static Method,"com.beust.jcommander.Parameterized.describeClassTree",,,,,,,,13,4,,
Private Static Method,"com.beust.jcommander.Parameterized.describeClassTree",,,,,,,,8,2,,
Public Method,"com.beust.jcommander.Parameterized.equals",,,,,,,,20,10,,
Private Static Method,"com.beust.jcommander.Parameterized.errorMessage",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.Parameterized.findFieldGenericType",,,,,,,,22,7,,
Public Method,"com.beust.jcommander.Parameterized.get",,,,,,,,27,7,,
Public Method,"com.beust.jcommander.Parameterized.getDelegateAnnotation",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.Parameterized.getGenericType",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.Parameterized.getName",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.Parameterized.getParameter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.Parameterized.getType",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.Parameterized.getWrappedParameter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.Parameterized.hashCode",,,,,,,,7,3,,
Public Method,"com.beust.jcommander.Parameterized.isDynamicParameter",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.Parameterized.isDynamicParameter",,,,,,,,3,1,,
Public Static Method,"com.beust.jcommander.Parameterized.parseArg",,,,,,,,39,10,,
Public Method,"com.beust.jcommander.Parameterized.set",,,,,,,,17,5,,
Private Static Method,"com.beust.jcommander.Parameterized.setFieldAccessible",,,,,,,,8,2,,
Private Static Method,"com.beust.jcommander.Parameterized.setFieldAccessibleWithoutFinalCheck",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.Parameterized.setGetter",,,,,,,,12,3,,
Public Annotation,"com.beust.jcommander.Parameters",0,1,0,6,0,6,6,8,,0,0
Abstract Method,"com.beust.jcommander.Parameters.commandDescription",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameters.commandDescriptionKey",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameters.commandNames",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameters.hidden",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameters.resourceBundle",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.Parameters.separators",,,,,,,,1,0,,
Public Annotation,"com.beust.jcommander.ParametersDelegate",0,0,0,0,0,0,0,2,,0,0
Public Class,"com.beust.jcommander.ParametersDelegateTest",1,22,0,9,0,10,10,207,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates",,,,,,,,56,1,,
Anonymous Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.(Anon_3)",1,0,0,0,0,0,0,3,,2,0
Abstract Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.LeafAbstractDelegate",1,0,1,1,0,1,1,3,,1,0
Abstract Method,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.LeafAbstractDelegate.getFloat",,,,,,,,1,0,,
Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.LeafDelegate",1,2,0,0,2,0,0,9,,1,0
Anonymous Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.LeafDelegate.(Anon_1)",1,0,0,0,0,0,0,3,,2,0
Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.MainParams",1,4,0,0,3,0,0,8,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.NestedDelegate1",1,4,0,0,2,0,0,6,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.NestedDelegate2",1,4,0,0,3,0,0,15,,1,0
Anonymous Class,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.NestedDelegate2.(Anon_2)",1,2,0,1,1,1,2,7,,2,0
Method,"com.beust.jcommander.ParametersDelegateTest.combinedAndNestedDelegates.NestedDelegate2.(Anon_2).getFloat",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParametersDelegateTest.commandTest",,,,,,,,15,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.commandTest.Command",1,2,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.commandTest.Delegate",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.delegatingEmptyClassHasNoEffect",,,,,,,,19,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.delegatingEmptyClassHasNoEffect.EmptyDelegate",1,1,0,0,1,0,0,3,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.delegatingEmptyClassHasNoEffect.MainParams",1,4,0,0,3,0,0,8,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.delegatingSetsFieldsOnBothMainParamsAndTheDelegatedParams",,,,,,,,23,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.delegatingSetsFieldsOnBothMainParamsAndTheDelegatedParams.ComplexDelegate",1,2,0,0,2,0,0,6,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.delegatingSetsFieldsOnBothMainParamsAndTheDelegatedParams.MainParams",1,4,0,0,3,0,0,8,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.duplicateDelegateThrowDuplicateOptionException",,,,,,,,15,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.duplicateDelegateThrowDuplicateOptionException.Delegate",1,2,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.duplicateDelegateThrowDuplicateOptionException.MainParams",1,2,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.duplicateMainParametersAreNotAllowed",,,,,,,,20,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.duplicateMainParametersAreNotAllowed.Command",1,3,0,0,2,0,0,6,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.duplicateMainParametersAreNotAllowed.Delegate1",1,3,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.duplicateMainParametersAreNotAllowed.Delegate2",1,3,0,0,1,0,0,4,,1,0
Public Static Method,"com.beust.jcommander.ParametersDelegateTest.main",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.ParametersDelegateTest.mainParametersTest",,,,,,,,18,1,,
Anonymous Class,"com.beust.jcommander.ParametersDelegateTest.mainParametersTest.(Anon_4)",1,0,0,0,0,0,0,3,,2,0
Class,"com.beust.jcommander.ParametersDelegateTest.mainParametersTest.Command",1,2,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.mainParametersTest.Delegate",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.nullDelegatesAreProhibited",,,,,,,,11,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.nullDelegatesAreProhibited.ComplexDelegate",1,0,0,0,0,0,0,2,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.nullDelegatesAreProhibited.MainParams",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.ParametersDelegateTest.testFinalFieldAsParameterDelegate",,,,,,,,14,1,,
Class,"com.beust.jcommander.ParametersDelegateTest.testFinalFieldAsParameterDelegate.Command",1,2,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.ParametersDelegateTest.testFinalFieldAsParameterDelegate.Delegate1",1,4,0,0,1,0,0,4,,1,0
Public Class,"com.beust.jcommander.ParametersNotEmptyTest",1,9,0,1,0,1,1,22,,1,0
Public Class,"com.beust.jcommander.ParametersNotEmptyTest.Args1",1,2,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.ParametersNotEmptyTest.testParameters",,,,,,,,13,2,,
Anonymous Class,"com.beust.jcommander.ParametersNotEmptyTest.testParameters.(Anon_1)",1,0,0,0,0,0,0,4,,2,0
Public Class,"com.beust.jcommander.PasswordTest",1,11,0,6,0,6,6,85,,1,0
Public Interface,"com.beust.jcommander.PasswordTest.Args",0,1,2,2,0,2,2,4,,0,0
Abstract Method,"com.beust.jcommander.PasswordTest.Args.getPassword",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.PasswordTest.Args.getPort",,,,,,,,1,0,,
Public Static Class,"com.beust.jcommander.PasswordTest.OptionalPasswordTestingArgs",2,3,0,2,2,2,2,16,,1,50
Public Method,"com.beust.jcommander.PasswordTest.OptionalPasswordTestingArgs.getPassword",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.PasswordTest.OptionalPasswordTestingArgs.getPort",,,,,,,,3,1,,
Public Static Class,"com.beust.jcommander.PasswordTest.PasswordTestingArgs",2,3,0,2,2,2,2,16,,1,50
Public Method,"com.beust.jcommander.PasswordTest.PasswordTestingArgs.getPassword",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.PasswordTest.PasswordTestingArgs.getPort",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.PasswordTest.createArgs",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.PasswordTest.passwordAsked",,,,,,,,13,1,,
Public Method,"com.beust.jcommander.PasswordTest.passwordNotAsked",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.PasswordTest.passwordOptionalNotProvided",,,,,,,,6,1,,
